CREATURE,,
Illumise,type,BUG
Roselia,type,GRASS POISON
Gulpin,type,POISON
Swalot,type,POISON
Carvanha,type,WATER DARK
Sharpedo,type,WATER DARK
Sharpedo Mega Sharpedo,type,WATER DARK
Wailmer,type,WATER
Wailord,type,WATER
Numel,type,FIRE GROUND
Camerupt,type,FIRE GROUND
Camerupt Mega Camerupt,type,FIRE GROUND
Torkoal,type,FIRE
Spoink,type,PSYCHIC
Grumpig,type,PSYCHIC
Spinda,type,NORMAL
Trapinch,type,GROUND
Vibrava,type,GROUND DRAGON
Flygon,type,GROUND DRAGON
Cacnea,type,GRASS
Cacturne,type,GRASS DARK
Swablu,type,NORMAL FLYING
Altaria,type,DRAGON FLYING
Altaria Mega Altaria,type,DRAGON FAIRY
Zangoose,type,NORMAL
Seviper,type,POISON
Lunatone,type,ROCK PSYCHIC
Solrock,type,ROCK PSYCHIC
Barboach,type,WATER GROUND
Whiscash,type,WATER GROUND
Corphish,type,WATER
Crawdaunt,type,WATER DARK
Baltoy,type,GROUND PSYCHIC
Claydol,type,GROUND PSYCHIC
Lileep,type,ROCK GRASS
Cradily,type,ROCK GRASS
Anorith,type,ROCK BUG
Armaldo,type,ROCK BUG
Feebas,type,WATER
Milotic,type,WATER
Castform,type,NORMAL
Kecleon,type,NORMAL
Shuppet,type,GHOST
Banette,type,GHOST
Banette Mega Banette,type,GHOST
Duskull,type,GHOST
Dusclops,type,GHOST
Tropius,type,GRASS FLYING
Chimecho,type,PSYCHIC
Absol,type,DARK
Absol Mega Absol,type,DARK
Wynaut,type,PSYCHIC
Snorunt,type,ICE
Glalie,type,ICE
Glalie Mega Glalie,type,ICE
Spheal,type,ICE WATER
Sealeo,type,ICE WATER
Walrein,type,ICE WATER
Clamperl,type,WATER
Huntail,type,WATER
Gorebyss,type,WATER
Relicanth,type,WATER ROCK
Luvdisc,type,WATER
Bagon,type,DRAGON
Shelgon,type,DRAGON
Salamence,type,DRAGON FLYING
Salamence Mega Salamence,type,DRAGON FLYING
Beldum,type,STEEL PSYCHIC
Metang,type,STEEL PSYCHIC
Metagross,type,STEEL PSYCHIC
Metagross Mega Metagross,type,STEEL PSYCHIC
Regirock,type,ROCK
Regice,type,ICE
Registeel,type,STEEL
Latias,type,DRAGON PSYCHIC
Latias Mega Latias,type,DRAGON PSYCHIC
Latios,type,DRAGON PSYCHIC
Latios Mega Latios,type,DRAGON PSYCHIC
Kyogre,type,WATER
Kyogre Primal Kyogre,type,WATER
Groudon,type,GROUND
Groudon Primal Groudon,type,GROUND FIRE
Rayquaza,type,DRAGON FLYING
Rayquaza Mega Rayquaza,type,DRAGON FLYING
Jirachi,type,STEEL PSYCHIC
Deoxys Normal Forme,type,PSYCHIC
Deoxys Attack Forme,type,PSYCHIC
Deoxys Defense Forme,type,PSYCHIC
Deoxys Speed Forme,type,PSYCHIC
Turtwig,type,GRASS
Grotle,type,GRASS
Torterra,type,GRASS GROUND
Chimchar,type,FIRE
Monferno,type,FIRE FIGHTING
Infernape,type,FIRE FIGHTING
Piplup,type,WATER
Prinplup,type,WATER
Empoleon,type,WATER STEEL
Starly,type,NORMAL FLYING
Staravia,type,NORMAL FLYING
Staraptor,type,NORMAL FLYING
Bidoof,type,NORMAL
Bibarel,type,NORMAL WATER
Kricketot,type,BUG
Kricketune,type,BUG
Shinx,type,ELECTRIC
Luxio,type,ELECTRIC
Luxray,type,ELECTRIC
Budew,type,GRASS POISON
Roserade,type,GRASS POISON
Cranidos,type,ROCK
Rampardos,type,ROCK
Shieldon,type,ROCK STEEL
Bastiodon,type,ROCK STEEL
Burmy,type,BUG
Wormadam Plant Cloak,type,BUG GRASS
Wormadam Sandy Cloak,type,BUG GROUND
Wormadam Trash Cloak,type,BUG STEEL
Mothim,type,BUG FLYING
Combee,type,BUG FLYING
Vespiquen,type,BUG FLYING
Pachirisu,type,ELECTRIC
Buizel,type,WATER
Floatzel,type,WATER
Cherubi,type,GRASS
Cherrim,type,GRASS
Shellos,type,WATER
Gastrodon,type,WATER GROUND
Ambipom,type,NORMAL
Drifloon,type,GHOST FLYING
Drifblim,type,GHOST FLYING
Buneary,type,NORMAL
Lopunny,type,NORMAL
Lopunny Mega Lopunny,type,NORMAL FIGHTING
Mismagius,type,GHOST
Honchkrow,type,DARK FLYING
Glameow,type,NORMAL
Purugly,type,NORMAL
Chingling,type,PSYCHIC
Stunky,type,POISON DARK
Skuntank,type,POISON DARK
Bronzor,type,STEEL PSYCHIC
Bronzong,type,STEEL PSYCHIC
Bonsly,type,ROCK
Mime Jr.,type,PSYCHIC FAIRY
Happiny,type,NORMAL
Chatot,type,NORMAL FLYING
Spiritomb,type,GHOST DARK
Gible,type,DRAGON GROUND
Gabite,type,DRAGON GROUND
Garchomp,type,DRAGON GROUND
Garchomp Mega Garchomp,type,DRAGON GROUND
Munchlax,type,NORMAL
Riolu,type,FIGHTING
Lucario,type,FIGHTING STEEL
Lucario Mega Lucario,type,FIGHTING STEEL
Hippopotas,type,GROUND
Hippowdon,type,GROUND
Skorupi,type,POISON BUG
Drapion,type,POISON DARK
Croagunk,type,POISON FIGHTING
Toxicroak,type,POISON FIGHTING
Carnivine,type,GRASS
Finneon,type,WATER
Lumineon,type,WATER
Mantyke,type,WATER FLYING
Snover,type,GRASS ICE
Abomasnow,type,GRASS ICE
Abomasnow Mega Abomasnow,type,GRASS ICE
Weavile,type,DARK ICE
Magnezone,type,ELECTRIC STEEL
Lickilicky,type,NORMAL
Rhyperior,type,GROUND ROCK
Tangrowth,type,GRASS
Electivire,type,ELECTRIC
Magmortar,type,FIRE
Togekiss,type,FAIRY FLYING
Yanmega,type,BUG FLYING
Leafeon,type,GRASS
Glaceon,type,ICE
Gliscor,type,GROUND FLYING
Mamoswine,type,ICE GROUND
Porygon-Z,type,NORMAL
Gallade,type,PSYCHIC FIGHTING
Gallade Mega Gallade,type,PSYCHIC FIGHTING
Probopass,type,ROCK STEEL
Dusknoir,type,GHOST
Froslass,type,ICE GHOST
Rotom,type,ELECTRIC GHOST
Rotom Heat Rotom,type,ELECTRIC FIRE
Rotom Wash Rotom,type,ELECTRIC WATER
Rotom Frost Rotom,type,ELECTRIC ICE
Rotom Fan Rotom,type,ELECTRIC FLYING
Rotom Mow Rotom,type,ELECTRIC GRASS
Uxie,type,PSYCHIC
Mesprit,type,PSYCHIC
Azelf,type,PSYCHIC
Dialga,type,STEEL DRAGON
Palkia,type,WATER DRAGON
Heatran,type,FIRE STEEL
Regigigas,type,NORMAL
Giratina Altered Forme,type,GHOST DRAGON
Giratina Origin Forme,type,GHOST DRAGON
Cresselia,type,PSYCHIC
Phione,type,WATER
Manaphy,type,WATER
Darkrai,type,DARK
Shaymin Land Forme,type,GRASS
Shaymin Sky Forme,type,GRASS FLYING
Arceus,type,NORMAL
Victini,type,PSYCHIC FIRE
Snivy,type,GRASS
Servine,type,GRASS
Serperior,type,GRASS
Tepig,type,FIRE
Pignite,type,FIRE FIGHTING
Emboar,type,FIRE FIGHTING
Oshawott,type,WATER
Dewott,type,WATER
Samurott,type,WATER
Patrat,type,NORMAL
Watchog,type,NORMAL
Lillipup,type,NORMAL
Herdier,type,NORMAL
Stoutland,type,NORMAL
Purrloin,type,DARK
Liepard,type,DARK
Pansage,type,GRASS
Simisage,type,GRASS
Pansear,type,FIRE
Simisear,type,FIRE
Panpour,type,WATER
Simipour,type,WATER
Munna,type,PSYCHIC
Musharna,type,PSYCHIC
Pidove,type,NORMAL FLYING
Tranquill,type,NORMAL FLYING
Unfezant,type,NORMAL FLYING
Blitzle,type,ELECTRIC
Zebstrika,type,ELECTRIC
Roggenrola,type,ROCK
Boldore,type,ROCK
Gigalith,type,ROCK
Woobat,type,PSYCHIC FLYING
Swoobat,type,PSYCHIC FLYING
Drilbur,type,GROUND
Excadrill,type,GROUND STEEL
Audino,type,NORMAL
Audino Mega Audino,type,NORMAL FAIRY
Timburr,type,FIGHTING
Gurdurr,type,FIGHTING
Conkeldurr,type,FIGHTING
Tympole,type,WATER
Palpitoad,type,WATER GROUND
Seismitoad,type,WATER GROUND
Throh,type,FIGHTING
Sawk,type,FIGHTING
Sewaddle,type,BUG GRASS
Swadloon,type,BUG GRASS
Leavanny,type,BUG GRASS
Venipede,type,BUG POISON
Whirlipede,type,BUG POISON
Scolipede,type,BUG POISON
Cottonee,type,GRASS FAIRY
Whimsicott,type,GRASS FAIRY
Petilil,type,GRASS
Lilligant,type,GRASS
Basculin Red-Striped Form,type,WATER
Basculin Blue-Striped Form,type,WATER
Sandile,type,GROUND DARK
Krokorok,type,GROUND DARK
Krookodile,type,GROUND DARK
Darumaka,type,FIRE
Darmanitan Standard Mode,type,FIRE
Darmanitan Zen Mode,type,FIRE PSYCHIC
Maractus,type,GRASS
Dwebble,type,BUG ROCK
Crustle,type,BUG ROCK
Scraggy,type,DARK FIGHTING
Scrafty,type,DARK FIGHTING
Sigilyph,type,PSYCHIC FLYING
Yamask,type,GHOST
Cofagrigus,type,GHOST
Tirtouga,type,WATER ROCK
Carracosta,type,WATER ROCK
Archen,type,ROCK FLYING
Archeops,type,ROCK FLYING
Trubbish,type,POISON
Garbodor,type,POISON
Zorua,type,DARK
Zoroark,type,DARK
Minccino,type,NORMAL
Cinccino,type,NORMAL
Gothita,type,PSYCHIC
Gothorita,type,PSYCHIC
Gothitelle,type,PSYCHIC
Solosis,type,PSYCHIC
Duosion,type,PSYCHIC
Reuniclus,type,PSYCHIC
Ducklett,type,WATER FLYING
Swanna,type,WATER FLYING
Vanillite,type,ICE
Vanillish,type,ICE
Vanilluxe,type,ICE
Deerling,type,NORMAL GRASS
Sawsbuck,type,NORMAL GRASS
Emolga,type,ELECTRIC FLYING
Karrablast,type,BUG
Escavalier,type,BUG STEEL
Foongus,type,GRASS POISON
Amoonguss,type,GRASS POISON
Frillish,type,WATER GHOST
Jellicent,type,WATER GHOST
Alomomola,type,WATER
Joltik,type,BUG ELECTRIC
Galvantula,type,BUG ELECTRIC
Ferroseed,type,GRASS STEEL
Ferrothorn,type,GRASS STEEL
Klink,type,STEEL
Klang,type,STEEL
Klinklang,type,STEEL
Tynamo,type,ELECTRIC
Eelektrik,type,ELECTRIC
Eelektross,type,ELECTRIC
Elgyem,type,PSYCHIC
Beheeyem,type,PSYCHIC
Litwick,type,GHOST FIRE
Lampent,type,GHOST FIRE
Chandelure,type,GHOST FIRE
Axew,type,DRAGON
Fraxure,type,DRAGON
Haxorus,type,DRAGON
Cubchoo,type,ICE
Beartic,type,ICE
Cryogonal,type,ICE
Shelmet,type,BUG
Accelgor,type,BUG
Stunfisk,type,GROUND ELECTRIC
Mienfoo,type,FIGHTING
Mienshao,type,FIGHTING
Druddigon,type,DRAGON
Golett,type,GROUND GHOST
Golurk,type,GROUND GHOST
Pawniard,type,DARK STEEL
Bisharp,type,DARK STEEL
Bouffalant,type,NORMAL
Rufflet,type,NORMAL FLYING
Braviary,type,NORMAL FLYING
Vullaby,type,DARK FLYING
Mandibuzz,type,DARK FLYING
Heatmor,type,FIRE
Durant,type,BUG STEEL
Deino,type,DARK DRAGON
Zweilous,type,DARK DRAGON
Hydreigon,type,DARK DRAGON
Larvesta,type,BUG FIRE
Volcarona,type,BUG FIRE
Cobalion,type,STEEL FIGHTING
Terrakion,type,ROCK FIGHTING
Virizion,type,GRASS FIGHTING
Tornadus Incarnate Forme,type,FLYING
Tornadus Therian Forme,type,FLYING
Thundurus Incarnate Forme,type,ELECTRIC FLYING
Thundurus Therian Forme,type,ELECTRIC FLYING
Reshiram,type,DRAGON FIRE
Zekrom,type,DRAGON ELECTRIC
Landorus Incarnate Forme,type,GROUND FLYING
Landorus Therian Forme,type,GROUND FLYING
Kyurem,type,DRAGON ICE
Kyurem Black Kyurem,type,DRAGON ICE
Kyurem White Kyurem,type,DRAGON ICE
Keldeo Ordinary Forme,type,WATER FIGHTING
Keldeo Resolute Forme,type,WATER FIGHTING
Meloetta Aria Forme,type,NORMAL PSYCHIC
Meloetta Pirouette Forme,type,NORMAL FIGHTING
Genesect,type,BUG STEEL
Chespin,type,GRASS
Quilladin,type,GRASS
Chesnaught,type,GRASS FIGHTING
Fennekin,type,FIRE
Braixen,type,FIRE
Delphox,type,FIRE PSYCHIC
Froakie,type,WATER
Frogadier,type,WATER
Greninja,type,WATER DARK
Greninja Ash-Greninja,type,WATER DARK
Bunnelby,type,NORMAL
Diggersby,type,NORMAL GROUND
Fletchling,type,NORMAL FLYING
Fletchinder,type,FIRE FLYING
Talonflame,type,FIRE FLYING
Scatterbug,type,BUG
Spewpa,type,BUG
Vivillon,type,BUG FLYING
Litleo,type,FIRE NORMAL
Pyroar,type,FIRE NORMAL
Flabébé,type,FAIRY
Floette,type,FAIRY
Florges,type,FAIRY
Skiddo,type,GRASS
Gogoat,type,GRASS
Pancham,type,FIGHTING
Pangoro,type,FIGHTING DARK
Furfrou,type,NORMAL
Espurr,type,PSYCHIC
Meowstic Male,type,PSYCHIC
Meowstic Female,type,PSYCHIC
Honedge,type,STEEL GHOST
Doublade,type,STEEL GHOST
Aegislash Blade Forme,type,STEEL GHOST
Aegislash Shield Forme,type,STEEL GHOST
Spritzee,type,FAIRY
Aromatisse,type,FAIRY
Swirlix,type,FAIRY
Slurpuff,type,FAIRY
Inkay,type,DARK PSYCHIC
Malamar,type,DARK PSYCHIC
Binacle,type,ROCK WATER
Barbaracle,type,ROCK WATER
Skrelp,type,POISON WATER
Dragalge,type,POISON DRAGON
Clauncher,type,WATER
Clawitzer,type,WATER
Helioptile,type,ELECTRIC NORMAL
Heliolisk,type,ELECTRIC NORMAL
Tyrunt,type,ROCK DRAGON
Tyrantrum,type,ROCK DRAGON
Amaura,type,ROCK ICE
Aurorus,type,ROCK ICE
Sylveon,type,FAIRY
Hawlucha,type,FIGHTING FLYING
Dedenne,type,ELECTRIC FAIRY
Carbink,type,ROCK FAIRY
Goomy,type,DRAGON
Sliggoo,type,DRAGON
Goodra,type,DRAGON
Klefki,type,STEEL FAIRY
Phantump,type,GHOST GRASS
Trevenant,type,GHOST GRASS
Pumpkaboo Average Size,type,GHOST GRASS
Pumpkaboo Small Size,type,GHOST GRASS
Pumpkaboo Large Size,type,GHOST GRASS
Pumpkaboo Super Size,type,GHOST GRASS
Gourgeist Average Size,type,GHOST GRASS
Gourgeist Small Size,type,GHOST GRASS
Gourgeist Large Size,type,GHOST GRASS
Gourgeist Super Size,type,GHOST GRASS
Bergmite,type,ICE
Avalugg,type,ICE
Noibat,type,FLYING DRAGON
Noivern,type,FLYING DRAGON
Xerneas,type,FAIRY
Yveltal,type,DARK FLYING
Zygarde 50% Forme,type,DRAGON GROUND
Zygarde 10% Forme,type,DRAGON GROUND
